30,10,20,30,40,50,60,70,80,90,100
33,3,7,13,17,23,27,30,33,37,43,47,53,57,63,67,73,77,83,87,93,97
24,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,60,63,66,69,72,75,78,81,84,87,90,93,96,99
21,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,63,66,72,75,81,84,93
36,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,63,66,72,75,81,84,93
31,4,6,9,13,15,18,21,22,24,27,30,31,33,36,39,42,45,48,51,54,57,63,66,72,75,81,84,93
39,3,6,9,12,15,18,21,24,27,30,31,33,36,39,42,45,48,51,54,57,63,66,72,75,81,84,93
