30,10,20,30,40,50,60,70,80,90,100
33,30,33,36,39,42
24,3,6,9,12,15,18,21,24,27,30,33
21,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,60,63,66,69,72,75,78,81,84,87,90,93,96,99
36,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,60
31,3,6,9,12,15,18,21,24,27,30,31,33,36
39,3,6,9,12,15,18,21,24,27,30,31,33,36,39,42
