30,30,60,90
33,30,33,36,39,42,45,48,52,55,58,61,64,67,70,73,76,79,82,85,88,91,94,97,100
24,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,60,63,66,69,72,75,78,81,84,87,90,93,96,99
21,21,24,27,30,33,36,39,42
36,18,21,24,27,30,33,36,39,42
31,19,21,24,30,31,33,36
39,21,24,30,31,33,36,39,41,51,61,71,81,91
