30,30
33,30,33
24,3,6,9,12,15,18,21,24,27,30,33
21,3,6,9,12,15,18,21,24,27,30,33
36,3,6,9,15,18,21,24,27,30,33,36
31,3,6,9,12,15,18,21,24,27,30,31,33,36
39,3,6,9,12,15,18,21,24,27,30,31,33,36,39
