30,10,20,30,40,50,60,70
12,3,6,9,12,15,18,21,24,27,30
45,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45
24,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45
6,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45
31,3,6,9,12,15,18,21,24,27,30,31,33,36,39,42,45
60,3,6,9,12,15,18,21,24,27,30,31,33,36,39,42,45,48,60
