30,10,20,30,40,50,60,70,80,90,100
12,3,6,9,12,15,18,21,24,27,30
45,12,15,18,21,24,27,30,33,36,39,42,45
24,12,15,18,21,24,27,30,33,36,39,42,45
6,6,9,12,15,18,21,24,27,30,33,36,39,41,45
31,6,9,12,15,18,21,24,27,30,31,45
60,6,9,12,15,18,21,24,27,30,31,33,36,39,42,45,48,51,54,57,60
