30,30,40
12,3,6,12,15,18,21,24,27,30
45,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,60,63,66,69,72,75,78,81,84,87,90,93,96,99
24,12,15,18,21,24,27,30,33,36,39,42,45
6,6,9,12,15,18,21,24,27,30,33,36,39,42,45
31,6,12,24,26,30,31,45
60,6,12,24,30,31,45,60,61
