30,30,60,90
12,12,30,32,52,60,72,80
45,12,30,45
24,12,24,30,45
6,6,12,24,26,28,30,45
31,4,6,12,16,19,24,30,31,33,36,37,45,52,58,63,66,84,87
60,6,12,24,30,31,45,60
