30,15,30,45,60,75,90
12,6,12,18,24,30,36,42,48,54,60,66,72,78,84,90,96
45,12,15,24,30,36,45,48,60,72,75,84,90,96
24,12,15,24,30,36,45,48,60,72,75,84,90,96
6,6,12,15,18,24,30,36,42,45,48,54,60,66,72,75,78,84,90,96
31,6,12,24,30,31,32,45
60,6,12,15,18,24,30,31,36,42,45,48,54,60,66,72,75,78,84,90,96
