30,10,30,50,70,90
31,10,11,30,31,50,51,70,71,90,91
33,30,31,33,35,37,39
24,24,30,31,33,44,50,51,53,64,70,71,73,84,90,91,93
21,21,24,30,31,33,41,44,50,51,53,61,64,70,71,73,81,84,90,91,93
36,21,24,30,31,33,36,41,44,50,51,53,56,61,64,70,71,73,76,81,84,90,91,93,96
39,21,24,30,31,33,36,39,41,44,50,51,53,56,59,61,64,70,71,73,76,79,81,84,90,91,93,96,99
