30,10,20,30,40,50,60,70,80,90,100
31,30,31,32,33,34,35,36,37,38,39,40
12,12,30,31,49,53,68,74,87,95
45,12,30,31,45,63,64,78,96
24,12,24,30,31,45,54,57,60,63,66,69,72,75,78,81,87,90,93,96,99
6,3,6,9,12,15,18,21,24,27,30,31,33,36,39,42,45,48,51,54,57,60,63,66,69,72,75,78,81,84,87,93,96,99
60,3,6,9,12,15,18,21,24,27,30,31,33,36,39,42,45,48,51,54,57,60,63,66,69,72,75,78,81,84,87,90,93,96,99
