30,10,30,60,90
31,30,31,32,33,34,35,36,37,38,39
12,12,30,31,32
45,12,30,31,34,45
24,12,15,24,30,31,45
6,6,12,24,30,31,45,48
60,6,12,24,30,31,45,60,62
