30,10,20,30,40,50,60,70,80,90,100
31,30,31,40,41,50,51,60,61,70,71,80,81,90,91
12,12,13,30,31
45,12,30,31,45,46,64
24,12,24,30,31,45
6,6,12,18,24,30,31,38,45,52,59,67,75,83,91,99
60,6,12,24,30,31,45,60
