30,10,20,30,40,50,60,70,80,90,100
31,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
12,12,13,30,31
45,6,12,30,31,45,46
24,12,24,30,31,45
6,6,12,24,30,31,45,57,68,79
60,6,12,24,30,31,45,60
