30,10,20,30,40,50,60,70,80,90,100
31,25,26,27,28,29,30,31,32,33,34
12,12,30,31,49
45,12,13,30,31,44,45
24,12,17,24,30,31,45
6,6,12,24,30,31,38,45
60,6,12,18,24,30,31,45,60
