30,10,20,30,40,50,60,70,80,90,100
31,30,31,32,33,34,35,36,37,38,39,40
12,3,6,9,12,15,18,21,24,27,30,31
45,5,10,12,15,20,25,30,31,35,40,45
24,3,5,6,9,10,12,15,18,20,21,24,25,27,30,31,33,35,36,39,40,42,45,50
6,3,6,9,12,15,18,21,24,27,30,31,33,36,39,42,45
60,3,6,9,12,15,18,21,24,27,30,31,33,36,39,42,45,48,51,54,57,60
