30,10,20,30,40,50,60,70,80,90,100
31,1,10,11,20,21,30,31,40,41,50,51,60,61,70,71,80,81,90,91,100
33,1,3,10,11,13,20,21,23,30,31,33,40,41,43,50,51,53,60,61,63,70,71,73,80,81,83,90,91,93,100
24,1,3,4,10,11,13,14,20,21,23,24,30,31,33,34,40,41,43,44,50,51,53,54,60,61,63,64,70,71,73,74,80,81,83,84,90,91,93,94,100
21,1,3,4,10,11,13,14,20,21,23,24,30,31,33,34,40,41,43,44,50,51,53,54,60,61,63,64,70,71,73,74,80,81,83,84,90,91,93,94,100
36,1,3,4,6,10,11,13,14,16,20,21,23,24,26,30,31,33,34,36,40,41,43,44,46,50,51,53,54,56,60,61,63,64,66,70,71,73,74,76,80,81,83,84,86,90,91,93,94,96,100
39,1,3,4,6,9,10,11,13,14,16,19,20,21,23,24,26,29,30,31,33,34,36,39,40,41,43,44,46,49,50,51,53,54,56,59,60,61,63,64,66,69,70,71,73,74,76,79,80,81,83,84,86,89,90,91,93,94,96,99,100
