30,10,20,30,40,50,60,70,80,90,100
31,30,31,32,33,34,35,36,37,38,39
33,30,31,33,35,37,39
24,24,30,31,33
21,1,11,21,24,30,31,33,41,44,51,55,61,66,71,77,81,88,91,99
36,6,7,9,12,18,19,21,24,30,31,33,36,42,43,45,48,54,55,57,60,66,67,69,72,78,79,81,84,90,93,96
39,21,24,30,31,33,36,39,43,48,54
