30,30,60,90
31,30,31,32,33,34,35,36,37,38,39
33,30,31,32,33,34,35
24,24,25,26,27,28,29,30,31,32,33,34
21,21,22,23,24,25,26,27,28,29,30,31,32,33
36,21,23,24,26,30,31,33,34,36,40
39,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
