30,10,20,30,40,50,60,70,80,90,100
31,30,31,32,33,34,35,36,37,38,39
33,30,31,32,33,34,35,36,37,38,39
24,24,25,27,30,31,33
21,1,3,4,10,11,13,14,20,21,23,24,30,31,33,34,40,41,43,44,50,51,53,54,60,61,63,64,70,71,73,74,80,81,83,84,90,91,93,94,100
36,20,21,24,30,31,33,36
39,21,24,30,31,33,36,39
