30,30,60,90
33,3,11,30,33
24,3,11,24,30,33
21,3,11,21,24,30,33
36,3,6,11,12,18,21,24,30,33,36
31,1,2,3,4,5,6,7,8,10,11,12,15,21,24,30,31,33,36
39,1,2,3,4,5,6,7,8,10,11,12,15,21,24,30,31,33,36,39
