30,10,20,30,40,50,60,70,80,90,100
33,3,13,23,30,31,32,33,34,35,36,37,38,39,43,53,63,73,83,93
24,21,22,23,24,26,27,28,29,30,31,32,33,35,36,37,38,39
21,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
36,21,24,27,30,33,36,39
31,21,24,27,30,31,33,36,39
39,21,24,27,30,31,33,36,39
