30,30,60,90
33,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48
24,3,6,9,12,15,18,21,24,27,30,33
21,3,6,9,12,15,18,21,24,27,30,33
36,3,6,9,12,15,18,21,24,27,30,33,36
31,1,3,6,9,11,12,15,18,21,24,27,30,31,33,36,41,51,61,71,81,91
39,3,6,9,12,15,18,21,24,27,30,31,33,36,39
