30,10,20,30,40,50,60,70,80,90,100
33,3,13,23,30,31,32,33,34,35,36,37,38,39,40,43,53,63,73,83,93
24,6,15,24,30,33,39,42,48,51,57,66,75,84,93
21,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,60,63,66,69,72,75,78,81,84,87,93,96
36,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,60,63,66,69,72,75,78,81,84,87,90,93,96,99
31,21,24,30,31,33,36
39,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
