30,3,6,9,12,15,18,21,24,27,30
33,30,33,36,39,42,45,48,51,54,57
24,3,6,9,12,15,18,21,24,27,30,33
21,21,24,27,30,33
36,21,24,27,30,33,36,39
31,1,3,6,9,11,12,15,18,21,24,27,30,31,33,36,39,41,42,45,48,51,54,57,60,61,63,66,69,71,72,75,78,81,84,87,90,91,93,96,99
39,1,3,6,9,11,12,15,18,21,24,27,30,31,33,36,39,41,42,45,48,51,54,57,60,61,63,66,69,71,72,75,78,81,84,87,90,91,93,96,99
