30,10,20,30,40,50,60,70,80,90,100
33,30,33,36,39
24,24,27,30,33
21,21,24,27,30,33
36,21,24,27,30,33,36
31,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
39,21,24,27,30,31,33,36,39
