30,10,20,30,40,50,60,70,80,90,100
33,30,33,36,39,43,46,49,53,59,63,69,73,79,83,89,93,99
24,24,30,33,34,40,43,44,50,53,54,60,63,64,70,73,74,80,83,84,90,93,94,100
21,21,24,30,31,33,40,41,43,50,51,53,60,61,63,70,71,73,80,81,83,90,91,93,100
36,21,24,26,30,31,33,34,36,40,41,43,44,46,50,51,53,54,56,60,61,63,64,66,70,71,73,74,76,80,81,83,84,86,90,91,93,94,96,100
31,1,3,4,6,7,9,10,11,13,14,16,17,19,20,21,23,24,26,27,29,30,31,33,34,36,37,39,40,41,43,44,46,47,49,50,51,53,54,56,57,59,60,61,63,64,66,67,69,70,71,73,74,76,77,79,80,81,83,84,86,87,89,90,91,93,94,96,97,99,100
39,1,3,4,6,7,9,10,11,13,14,16,17,19,20,21,23,24,26,27,29,30,31,33,34,36,37,39,40,41,43,44,46,47,49,50,51,53,54,56,57,59,60,61,63,64,66,67,69,70,71,73,74,76,77,79,80,81,83,84,86,87,89,90,91,93,94,96,97,99,100
