30,10,20,30,40,50,60,70,80,90,100
33,30,31,32,33,34,35,36,37,38,39
24,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
21,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,60,63,66,69,71,74,77,80,83,86,89,92,95,99
36,21,24,27,30,33,36
31,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
39,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
